"University","Program","Course","Title","Credits","Bulletin"
"Virginia Commonwealth University","Biomedical Engineering","MATH301","Differential Equations","3","3 lecture hours. 3 credits. Prerequisite: MATH 201 with a minimum grade of C. Solutions of ordinary differential equations of first order. Solutions of higher order linear differential equations with constant coefficients and variable coefficients by the methods of undetermined coefficients and variation of parameters, solutions by Laplace transforms and applications."
"Virginia Commonwealth University","Biomedical Engineering","MATH310","Linear Algebra","3","3 lecture hours. 3 credits. Prerequisite: MATH 201 with a minimum grade of C. Systems of linear equations, vector spaces, linear dependence, bases, dimensions, linear mappings, matrices, determinants, quadratic forms, orthogonal reduction to diagonal form, eigenvalues and geometric applications."
"Virginia Commonwealth University","Biomedical Engineering","PHYS207","University Physics I","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: MATH 200 or permission of instructor. A vector- and calculus-based introduction to the fundamental concepts of mechanics, heat and wave motion."
"Virginia Commonwealth University","Biomedical Engineering","PHYS208","University Physics II","5","3 lecture, 1 recitation and 3 laboratory hours. 5 credits. Prerequisite: PHYS 207. Corequisite: MATH 201. A vector- and calculus- based introduction to the fundamentals of electricity, magnetism and optics."
"Virginia Commonwealth University","Biomedical Engineering","STAT441","Applied Statistics for Engineers and Scientists","3","3 lecture hours. 3 credits. Prerequisite: MATH 201 or equivalent. An introduction to applied statistics intended primarily for students in engineering. The fundamental ideas about the collection and display of information, descriptive statistics and exploratory data analysis, elementary probability theory, frequency distributions, and sampling are covered. Other topics include tests of hypotheses and confidence intervals for one and two sample problems; ANOVA; principles of one-factor experimental designs including randomized complete block designs, fixed and random effects and multiple comparisons; correlation and linear regression analysis; control charts; contingency tables and goodness-of-fit. Statistical software is used extensively in this course, so a working knowledge of computers is necessary. Students may receive degree credit for only one of BIOS 543, STAT 441, STAT 541, STAT 543 or STAT 641."
"Virginia Commonwealth University","Bioinformatics (Computational)","BIOL152","Introduction to Biological Sciences II","3","3 lecture hours. 3 credits. Prerequisites: BIOL 151 and CHEM 101, both with a minimum grade of C. Focuses on evolutionary principles, the role of natural selection in the evolution of life forms, taxonomy and phylogenies, biological diversity in the context of form and function of organisms, and and basic principles of ecology. Designed for biology majors."
"Virginia Commonwealth University","Bioinformatics (Computational)","BIOL300","Cellular and Molecular Biology","3","3 lecture hours. 3 credits. Prerequisites: BIOL 151 and 152; BIOZ 151 or LFSC/BNFO 251; BIOZ 152 or LFSC/BNFO 252; CHEM 101 and CHEZ 101, all with a minimum grade of C; BIOL 200, MATH 200, MATH 201, STAT 210, STAT 212 or STAT 314. Biology majors must have completed BIOL 200. Pre- or corequisites: CHEM 102 and CHEZ 102. A study of the molecular biology of the cell as it relates to gene expression, cell signaling, and cell growth and differentiation."
"Virginia Commonwealth University","Bioinformatics (Computational)","BIOL310","Genetics","3","3 lecture hours. 3 credits. Prerequisites: BIOL 151 and 152; BIOZ 151 or LFSC/BNFO 251; BIOZ 152 or LFSC/BNFO 252; BIOL 300; CHEM 101; and CHEZ 101, each with a minimum grade of C; and BIOL 200, MATH 200, MATH 201, STAT 210, STAT 212 or STAT 314. Biology majors must have completed BIOL 200. Pre- or corequisites: CHEM 102 and CHEZ 102. The basic principles of molecular and applied genetics of plants, animals and microorganisms."
"Virginia Commonwealth University","Bioinformatics (Computational)","BNFO101","Introduction to Scientific Computing","1","1 lecture hour. 1 credit. Enrollment is restricted to bioinformatics majors. This course will introduce students to basic principles and skills for using a computer to solve scientific problems. It is hands-on course and does not assume any special prior knowledge or skill with computers. Students completing the course will become familiar with and develop skills and practical knowledge of how to use common computer-based command-line tools and systems critical for effective scientific computing."
"Virginia Commonwealth University","Bioinformatics (Computational)","BNFO201","Computing Skills and Concepts for Bioinformatics","3","3 lecture hours. 3 credits. Prerequisite: MATH 151 or 200 with a minimum grade of C, or satisfactory score on the VCU Mathematics Placement Test within the one-year period immediately preceding the beginning of the course. An introduction to computation in bioinformatics, including basics of data representation, and computer organization, as well as programming in Python or other appropriate scripting language. Bioinformatics applications in the literature will be discussed. Guest speakers will share bioinformatics career experiences and opportunities."
"Virginia Commonwealth University","Bioinformatics (Computational)","BNFO251","Phage Discovery I","2","4 laboratory hours. 2 credits. Corequisite: BIOL 151 or 152. An exploratory laboratory where students will purify phage from soil, visualize phage using electron microscopy and isolate genomic material for nucleic acid sequencing. Registration by override only."
"Virginia Commonwealth University","Bioinformatics (Computational)","BNFO252","Phage Discovery II","2","4 laboratory hours. 2 credits. Corequisite: BIOL 151 or 152. An exploratory laboratory where students will learn about the genomes of viruses infecting bacteria. Students will be given the genome sequence of a novel virus, which will be the basis for a series of computer-based analyses to understand the biology of the virus and to compare it with other viruses that infect the same host. Registration by override only. BNFO 291. Special Topics in Bioinformatics. 1-4 Hours. Semester course; 1-4 lecture hours. 1-4 credits. May be repeated for a maximum total of nine credits, with the provision that no more than nine combined credits of BNFO 291 and BNFO 293 can apply toward graduation. An introductory, detailed study of a selected topic in bioinformatics unavailable as an existing course. If multiple topics are offered, students may elect to take more than one. Adviser's approval is required for counting each special topics course toward meeting specific requirements of the B.S. program. BNFO 292. Independent Study. 1-2 Hours. Semester course; variable hours. 1-2 credits. May be repeated for a maximum total of 6 credits. Prerequisite: permission of instructor. A course designed to provide an opportunity for independent readings of the bioinformatics literature under supervision of a staff member. BNFO 293. Special Topics in Bioinformatics. 1-4 Hours. Semester course; 1-4 lecture hours. 1-4 credits. May be repeated for a maximum total of nine credits, with the provision that no more than nine combined credits of BNFO 291 and BNFO 293 can apply toward graduation. An introductory, detailed study of a selected topic in bioinformatics unavailable as an existing course. If multiple topics are offered, students may elect to take more than one. Adviser's approval is required for counting each special topics course toward meeting specific requirements of the B.S. program. Graded as pass/fail."
